Country,Year,Age,Sex,N_of_people_convicted,Mid_year_population_estimate
SCO,2008,69,Male,15,22349
SCO,2008,70,Male,18,21718
SCO,2008,71,Male,19,20385
SCO,2008,72,Male,9,19676
SCO,2008,73,Male,14,18792
SCO,2008,74,Male,8,17470
SCO,2008,75,Male,3,16454
SCO,2008,76,Male,4,15944
SCO,2008,77,Male,2,14847
SCO,2008,78,Male,5,13422
SCO,2008,79,Male,1,12428
SCO,2008,80,Male,2,10943
SCO,2008,81,Male,1,10070
SCO,2008,82,Male,1,9206
SCO,2008,83,Male,1,7985
SCO,2008,84,Male,0,7114
SCO,2008,85,Male,0,5755
SCO,2008,86,Male,1,5267
SCO,2008,87,Male,0,4851
SCO,2008,88,Male,0,4094
SCO,2008,89,Male,0,2271
SCO,2008,90 & over,Male,0,6719
SCO,2009,16,Male,1462,32428
SCO,2009,17,Male,1748,34379
SCO,2009,18,Male,1938,34940
SCO,2009,19,Male,1946,34200
SCO,2009,20,Male,1865,34306
SCO,2009,21,Male,1945,35327
SCO,2009,22,Male,1798,34565
SCO,2009,23,Male,1698,34883
SCO,2009,24,Male,1556,34261
SCO,2009,25,Male,1550,33100
SCO,2009,26,Male,1475,33400
SCO,2009,27,Male,1461,33674
SCO,2009,28,Male,1377,34148
SCO,2009,29,Male,1269,33308
SCO,2009,30,Male,1225,32299
SCO,2009,31,Male,1093,29657
SCO,2009,32,Male,998,29053
SCO,2009,33,Male,1045,30641
SCO,2009,34,Male,1021,30623
SCO,2009,35,Male,941,31532
SCO,2009,36,Male,909,33418
SCO,2009,37,Male,889,35184
SCO,2009,38,Male,945,36690
SCO,2009,39,Male,865,36451
SCO,2009,40,Male,826,38019
SCO,2009,41,Male,749,38739
SCO,2009,42,Male,723,39695
SCO,2009,43,Male,675,39134
SCO,2009,44,Male,655,40702
SCO,2009,45,Male,547,39939
SCO,2009,46,Male,502,40036
SCO,2009,47,Male,479,39695
SCO,2009,48,Male,417,38602
SCO,2009,49,Male,376,37543
SCO,2009,50,Male,322,37132
SCO,2009,51,Male,296,36246
SCO,2009,52,Male,253,35551
SCO,2009,53,Male,216,34679
SCO,2009,54,Male,194,33175
SCO,2009,55,Male,164,32950
SCO,2009,56,Male,141,32336
SCO,2009,57,Male,125,31175
SCO,2009,58,Male,80,31686
SCO,2009,59,Male,100,32065
SCO,2009,60,Male,93,32961
SCO,2009,61,Male,81,33899
SCO,2009,62,Male,73,36658
SCO,2009,63,Male,64,28143
SCO,2009,64,Male,41,26298
SCO,2009,65,Male,47,27008
SCO,2009,66,Male,49,25596
SCO,2009,67,Male,29,23491
SCO,2009,68,Male,38,21684
SCO,2009,69,Male,19,22168
SCO,2009,70,Male,22,21725
SCO,2009,71,Male,20,21168
SCO,2009,72,Male,13,19770
SCO,2009,73,Male,11,19039
SCO,2009,74,Male,8,18099
SCO,2009,75,Male,7,16746
SCO,2009,76,Male,7,15714
SCO,2009,77,Male,5,15167
SCO,2009,78,Male,2,14043
SCO,2009,79,Male,1,12570
SCO,2009,80,Male,3,11590
SCO,2009,81,Male,2,10049
SCO,2009,82,Male,0,9272
SCO,2009,83,Male,0,8345
SCO,2009,84,Male,0,7186
SCO,2009,85,Male,1,6330
SCO,2009,86,Male,0,5036
SCO,2009,87,Male,0,4594
SCO,2009,88,Male,0,4153
SCO,2009,89,Male,0,3414
SCO,2009,90 & over,Male,0,6924
SCO,2010,16,Male,1023,32427
SCO,2010,17,Male,1336,32606
SCO,2010,18,Male,1626,35066
SCO,2010,19,Male,1654,36420
SCO,2010,20,Male,1591,35284
SCO,2010,21,Male,1473,35088
SCO,2010,22,Male,1595,35874
SCO,2010,23,Male,1461,34804
SCO,2010,24,Male,1386,34840
SCO,2010,25,Male,1289,34276
SCO,2010,26,Male,1210,33071
SCO,2010,27,Male,1136,33500
SCO,2010,28,Male,1154,33663
SCO,2010,29,Male,1156,33996
SCO,2010,30,Male,1054,33322
SCO,2010,31,Male,1023,32415
SCO,2010,32,Male,958,29709
SCO,2010,33,Male,858,29308
SCO,2010,34,Male,893,30933
SCO,2010,35,Male,796,30817
SCO,2010,36,Male,772,31774
SCO,2010,37,Male,722,33690
SCO,2010,38,Male,777,35483
SCO,2010,39,Male,745,36848
SCO,2010,40,Male,758,36570
SCO,2010,41,Male,671,38059
SCO,2010,42,Male,637,38787
SCO,2010,43,Male,571,39777
SCO,2010,44,Male,520,39211
SCO,2010,45,Male,518,40732
SCO,2010,46,Male,470,39948
SCO,2010,47,Male,402,40085
SCO,2010,48,Male,388,39718
SCO,2010,49,Male,320,38578
SCO,2010,50,Male,277,37477
SCO,2010,51,Male,250,37090
SCO,2010,52,Male,224,36161
SCO,2010,53,Male,199,35457
SCO,2010,54,Male,159,34536
SCO,2010,55,Male,148,32951
SCO,2010,56,Male,125,32788
SCO,2010,57,Male,104,32182
SCO,2010,58,Male,92,31006
SCO,2010,59,Male,74,31488
SCO,2010,60,Male,68,31858
SCO,2010,61,Male,53,32695
SCO,2010,62,Male,67,33610
SCO,2010,63,Male,54,36317
SCO,2010,64,Male,45,27796
SCO,2010,65,Male,33,25917
SCO,2010,66,Male,31,26588
SCO,2010,67,Male,29,25156
SCO,2010,68,Male,17,23024
SCO,2010,69,Male,27,21194
SCO,2010,70,Male,14,21646
SCO,2010,71,Male,21,21160
SCO,2010,72,Male,8,20553
SCO,2010,73,Male,7,19100
SCO,2010,74,Male,5,18375
SCO,2010,75,Male,7,17399
SCO,2010,76,Male,3,16054
SCO,2010,77,Male,6,14900
SCO,2010,78,Male,4,14350
SCO,2010,79,Male,3,13274
SCO,2010,80,Male,1,11684
SCO,2010,81,Male,2,10750
SCO,2010,82,Male,0,9237
SCO,2010,83,Male,1,8483
SCO,2010,84,Male,1,7501
SCO,2010,85,Male,0,6455
SCO,2010,86,Male,0,5558
SCO,2010,87,Male,0,4383
SCO,2010,88,Male,0,3977
SCO,2010,89,Male,0,3486
SCO,2010,90 & over,Male,0,8029
SCO,2011,16,Male,993,31917
SCO,2011,17,Male,1265,32818
SCO,2011,18,Male,1552,33467
SCO,2011,19,Male,1674,36402
SCO,2011,20,Male,1721,37785
SCO,2011,21,Male,1673,36354
SCO,2011,22,Male,1662,36117
SCO,2011,23,Male,1595,36710
SCO,2011,24,Male,1499,35129
SCO,2011,25,Male,1460,35166
SCO,2011,26,Male,1382,34410
SCO,2011,27,Male,1317,33302
SCO,2011,28,Male,1285,33649
SCO,2011,29,Male,1349,33865
SCO,2011,30,Male,1263,34091
SCO,2011,31,Male,1161,33372
SCO,2011,32,Male,1110,32617
SCO,2011,33,Male,986,29904
SCO,2011,34,Male,918,29660
SCO,2011,35,Male,924,31290
SCO,2011,36,Male,884,31209
SCO,2011,37,Male,853,32165
SCO,2011,38,Male,828,34009
SCO,2011,39,Male,818,35796
SCO,2011,40,Male,807,37075
SCO,2011,41,Male,744,36731
SCO,2011,42,Male,709,38207
SCO,2011,43,Male,666,38979
SCO,2011,44,Male,627,39881
SCO,2011,45,Male,531,39324
SCO,2011,46,Male,504,40854
SCO,2011,47,Male,456,40034
SCO,2011,48,Male,408,40211
SCO,2011,49,Male,380,39785
SCO,2011,50,Male,286,38604
SCO,2011,51,Male,271,37508
SCO,2011,52,Male,244,37006
SCO,2011,53,Male,204,36150
SCO,2011,54,Male,183,35429
SCO,2011,55,Male,169,34422
SCO,2011,56,Male,129,32817
SCO,2011,57,Male,129,32635
SCO,2011,58,Male,101,32019
SCO,2011,59,Male,85,30867
SCO,2011,60,Male,87,31303
SCO,2011,61,Male,66,31584
SCO,2011,62,Male,58,32416
SCO,2011,63,Male,59,33316
SCO,2011,64,Male,62,36009
SCO,2011,65,Male,38,27452
SCO,2011,66,Male,37,25535
SCO,2011,67,Male,31,26152
SCO,2011,68,Male,23,24717
SCO,2011,69,Male,20,22559
SCO,2011,70,Male,16,20669
SCO,2011,71,Male,18,21051
SCO,2011,72,Male,14,20558
SCO,2011,73,Male,6,19950
SCO,2011,74,Male,4,18436
SCO,2011,75,Male,5,17632
SCO,2011,76,Male,8,16697
SCO,2011,77,Male,3,15340
SCO,2011,78,Male,8,14169
SCO,2011,79,Male,3,13550
SCO,2011,80,Male,1,12446
SCO,2011,81,Male,2,10829
SCO,2011,82,Male,1,9906
SCO,2011,83,Male,0,8414
SCO,2011,84,Male,1,7587
SCO,2011,85,Male,0,6686
SCO,2011,86,Male,1,5694
SCO,2011,87,Male,1,4839
SCO,2011,88,Male,0,3771
SCO,2011,89,Male,0,3367
SCO,2011,90 & over,Male,0,9052
SCO,2012,16,Male,541,31819
SCO,2012,17,Male,780,32076
SCO,2012,18,Male,1035,33441
SCO,2012,19,Male,1189,34383
SCO,2012,20,Male,1244,37014
SCO,2012,21,Male,1309,38060
SCO,2012,22,Male,1254,36715
SCO,2012,23,Male,1275,36259
SCO,2012,24,Male,1228,36399
SCO,2012,25,Male,1202,34860
SCO,2012,26,Male,1120,34933
SCO,2012,27,Male,1127,34332
SCO,2012,28,Male,1067,33121
SCO,2012,29,Male,1050,33491
SCO,2012,30,Male,1059,33799
SCO,2012,31,Male,985,33969
SCO,2012,32,Male,948,33238
SCO,2012,33,Male,840,32504
SCO,2012,34,Male,817,29771
SCO,2012,35,Male,739,29586
SCO,2012,36,Male,748,31281
SCO,2012,37,Male,701,31193
SCO,2012,38,Male,675,32136
SCO,2012,39,Male,645,33962
SCO,2012,40,Male,652,35690
SCO,2012,41,Male,639,36929
SCO,2012,42,Male,585,36620
SCO,2012,43,Male,533,38099
SCO,2012,44,Male,500,38848
SCO,2012,45,Male,469,39713
SCO,2012,46,Male,415,39112
SCO,2012,47,Male,423,40747
SCO,2012,48,Male,351,39896
SCO,2012,49,Male,279,40072
SCO,2012,50,Male,272,39571
SCO,2012,51,Male,233,38538
SCO,2012,52,Male,209,37351
SCO,2012,53,Male,192,36861
SCO,2012,54,Male,154,35920
SCO,2012,55,Male,148,35202
SCO,2012,56,Male,106,34167
SCO,2012,57,Male,96,32631
SCO,2012,58,Male,72,32430
SCO,2012,59,Male,80,31768
SCO,2012,60,Male,68,30633
SCO,2012,61,Male,53,30973
SCO,2012,62,Male,43,31272
SCO,2012,63,Male,41,31999
SCO,2012,64,Male,38,32920
SCO,2012,65,Male,53,35527
SCO,2012,66,Male,26,27027
SCO,2012,67,Male,18,25055
SCO,2012,68,Male,27,25606
SCO,2012,69,Male,16,24119
SCO,2012,70,Male,13,21992
SCO,2012,71,Male,14,20129
SCO,2012,72,Male,12,20420
SCO,2012,73,Male,11,19849
SCO,2012,74,Male,10,19229
SCO,2012,75,Male,5,17677
SCO,2012,76,Male,3,16898
SCO,2012,77,Male,3,15887
SCO,2012,78,Male,5,14567
SCO,2012,79,Male,4,13378
SCO,2012,80,Male,1,12700
SCO,2012,81,Male,1,11589
SCO,2012,82,Male,0,9979
SCO,2012,83,Male,0,9049
SCO,2012,84,Male,0,7602
SCO,2012,85,Male,1,6734
SCO,2012,86,Male,0,5893
SCO,2012,87,Male,0,4939
SCO,2012,88,Male,0,4072
SCO,2012,89,Male,0,3200
SCO,2012,90 & over,Male,0,9839
SCO,1989,16,Female,400,34646
SCO,1989,17,Female,436,37500
SCO,1989,18,Female,434,39572
SCO,1989,19,Female,397,39780
SCO,1989,20,Female,433,40957
SCO,1989,21,Female,397,42133
SCO,1989,22,Female,428,41667
SCO,1989,23,Female,342,40922
SCO,1989,24,Female,343,42434
SCO,1989,25,Female,298,42089
SCO,1989,26,Female,307,41182
SCO,1989,27,Female,266,40424
SCO,1989,28,Female,258,40466
SCO,1989,29,Female,231,39216
SCO,1989,30,Female,199,38693
SCO,1989,31,Female,211,37801
SCO,1989,32,Female,189,36753
SCO,1989,33,Female,180,35663
SCO,1989,34,Female,176,34463
SCO,1989,35,Female,159,34266
SCO,1989,36,Female,144,33589
SCO,1989,37,Female,115,32720
SCO,1989,38,Female,108,33521
SCO,1989,39,Female,117,33756
SCO,1989,40,Female,105,35222
SCO,1989,41,Female,97,36689
SCO,1989,42,Female,89,40110
SCO,1989,43,Female,83,30924
SCO,1989,44,Female,77,29862
SCO,1989,45,Female,73,31061
SCO,1989,46,Female,74,30859
SCO,1989,47,Female,58,29284
SCO,1989,48,Female,49,28011
SCO,1989,49,Female,51,29206
SCO,1989,50,Female,31,29354
SCO,1989,51,Female,48,29253
SCO,1989,52,Female,40,29215
SCO,1989,53,Female,32,28953
SCO,1989,54,Female,26,28702
SCO,1989,55,Female,24,28175
SCO,1989,56,Female,23,28139
SCO,1989,57,Female,23,29309
SCO,1989,58,Female,17,29316
SCO,1989,59,Female,18,29317
SCO,1989,60,Female,10,28809
SCO,1989,61,Female,11,28207
SCO,1989,62,Female,10,28344
SCO,1989,63,Female,9,28749
SCO,1989,64,Female,7,27888
SCO,1989,65,Female,4,27737
SCO,1989,66,Female,2,27285
SCO,1989,67,Female,4,28506
SCO,1989,68,Female,2,28848
SCO,1989,69,Female,3,30140
SCO,1989,70,Female,2,21055
SCO,1989,71,Female,1,20058
SCO,1989,72,Female,0,20877
SCO,1989,73,Female,1,21896
SCO,1989,74,Female,1,22791
SCO,1989,75,Female,0,22223
SCO,1989,76,Female,0,20926
SCO,1989,77,Female,1,19580
SCO,1989,78,Female,0,18835
SCO,1989,79,Female,0,17995
SCO,1989,80,Female,0,16754
SCO,1989,81,Female,0,15442
SCO,1989,82,Female,0,13590
SCO,1989,83,Female,0,12722
SCO,1989,84,Female,0,11143
SCO,1989,85,Female,0,9864
SCO,1989,86,Female,0,8498
SCO,1989,87,Female,0,7148
SCO,1989,88,Female,0,6253
SCO,1989,89,Female,0,5115
SCO,1989,90 & over,Female,0,14233
SCO,1990,16,Female,384,32253
SCO,1990,17,Female,459,34531
SCO,1990,18,Female,434,37268
SCO,1990,19,Female,424,39760
SCO,1990,20,Female,391,40031
SCO,1990,21,Female,409,40946
SCO,1990,22,Female,438,41871
SCO,1990,23,Female,391,41276
SCO,1990,24,Female,350,40757
SCO,1990,25,Female,323,42421
SCO,1990,26,Female,303,42209
SCO,1990,27,Female,293,41297
SCO,1990,28,Female,281,40602
SCO,1990,29,Female,254,40665
SCO,1990,30,Female,223,39473
SCO,1990,31,Female,213,38823
SCO,1990,32,Female,193,37987
SCO,1990,33,Female,197,36944
SCO,1990,34,Female,190,35824
SCO,1990,35,Female,136,34626
SCO,1990,36,Female,137,34326
SCO,1990,37,Female,137,33693
SCO,1990,38,Female,119,32776
SCO,1990,39,Female,109,33579
SCO,1990,40,Female,116,33817
SCO,1990,41,Female,96,35247
SCO,1990,42,Female,74,36751
SCO,1990,43,Female,89,40081
SCO,1990,44,Female,51,30929
SCO,1990,45,Female,61,29836
SCO,1990,46,Female,61,31012
SCO,1990,47,Female,57,30818
SCO,1990,48,Female,43,29233
SCO,1990,49,Female,49,27969
SCO,1990,50,Female,38,29167
SCO,1990,51,Female,45,29302
SCO,1990,52,Female,34,29204
SCO,1990,53,Female,32,29121
SCO,1990,54,Female,39,28827
SCO,1990,55,Female,22,28576
SCO,1990,56,Female,18,28021
SCO,1990,57,Female,18,27942
SCO,1990,58,Female,17,29092
SCO,1990,59,Female,13,29088
SCO,1990,60,Female,16,29081
SCO,1990,61,Female,5,28558
SCO,1990,62,Female,4,27891
SCO,1990,63,Female,8,28045
SCO,1990,64,Female,9,28350
SCO,1990,65,Female,8,27468
SCO,1990,66,Female,3,27233
SCO,1990,67,Female,5,26833
SCO,1990,68,Female,2,27896
SCO,1990,69,Female,2,28196
SCO,1990,70,Female,2,29332
SCO,1990,71,Female,0,20499
SCO,1990,72,Female,0,19453
SCO,1990,73,Female,1,20106
SCO,1990,74,Female,0,21092
SCO,1990,75,Female,1,21833
SCO,1990,76,Female,0,21116
SCO,1990,77,Female,1,19863
SCO,1990,78,Female,1,18457
SCO,1990,79,Female,0,17698
SCO,1990,80,Female,0,16745
SCO,1990,81,Female,0,15489
SCO,1990,82,Female,0,14065
SCO,1990,83,Female,0,12313
SCO,1990,84,Female,0,11426
SCO,1990,85,Female,0,9842
SCO,1990,86,Female,0,8705
SCO,1990,87,Female,0,7365
SCO,1990,88,Female,0,6066
SCO,1990,89,Female,0,5285
SCO,1990,90 & over,Female,1,14881
SCO,1991,16,Female,406,31619
SCO,1991,17,Female,401,32141
SCO,1991,18,Female,465,34081
SCO,1991,19,Female,403,37231
SCO,1991,20,Female,409,39892
SCO,1991,21,Female,378,39902
SCO,1991,22,Female,369,40721
SCO,1991,23,Female,353,41551
SCO,1991,24,Female,386,41089
SCO,1991,25,Female,316,40733
SCO,1991,26,Female,304,42409
SCO,1991,27,Female,257,42233
SCO,1991,28,Female,294,41452
SCO,1991,29,Female,264,40643
SCO,1991,30,Female,227,40778
SCO,1991,31,Female,213,39612
SCO,1991,32,Female,204,38890
SCO,1991,33,Female,164,38057
SCO,1991,34,Female,163,36986
SCO,1991,35,Female,134,35816
SCO,1991,36,Female,144,34617
SCO,1991,37,Female,128,34374
SCO,1991,38,Female,128,33675
SCO,1991,39,Female,119,32763
SCO,1991,40,Female,98,33555
SCO,1991,41,Female,90,33814
SCO,1991,42,Female,87,35237
SCO,1991,43,Female,84,36753
SCO,1991,44,Female,65,40033
SCO,1991,45,Female,54,30904
SCO,1991,46,Female,40,29797
SCO,1991,47,Female,48,30988
SCO,1991,48,Female,40,30778
SCO,1991,49,Female,37,29149
SCO,1991,50,Female,41,27857
SCO,1991,51,Female,38,29060
SCO,1991,52,Female,31,29208
SCO,1991,53,Female,23,29093
SCO,1991,54,Female,25,28958
SCO,1991,55,Female,36,28685
SCO,1991,56,Female,16,28429
SCO,1991,57,Female,15,27874
SCO,1991,58,Female,10,27730
SCO,1991,59,Female,12,28849
SCO,1991,60,Female,8,28840
SCO,1991,61,Female,12,28802
SCO,1991,62,Female,2,28240
SCO,1991,63,Female,6,27540
SCO,1991,64,Female,4,27644
SCO,1991,65,Female,4,27917
SCO,1991,66,Female,2,27036
SCO,1991,67,Female,5,26712
SCO,1991,68,Female,0,26264
SCO,1991,69,Female,1,27234
SCO,1991,70,Female,3,27502
SCO,1991,71,Female,0,28560
SCO,1991,72,Female,1,19818
SCO,1991,73,Female,0,18777
SCO,1991,74,Female,0,19354
SCO,1991,75,Female,0,20323
SCO,1991,76,Female,1,20869
SCO,1991,77,Female,0,20101
SCO,1991,78,Female,0,18783
SCO,1991,79,Female,1,17347
SCO,1991,80,Female,0,16543
SCO,1991,81,Female,0,15569
SCO,1991,82,Female,0,14294
SCO,1991,83,Female,0,12809
SCO,1991,84,Female,0,11076
SCO,1991,85,Female,0,10222
SCO,1991,86,Female,0,8756
SCO,1991,87,Female,0,7623
SCO,1991,88,Female,0,6376
SCO,1991,89,Female,0,5178
SCO,1991,90 & over,Female,0,16130
SCO,1992,16,Female,423,30769
SCO,1992,17,Female,462,31510
SCO,1992,18,Female,415,31797
SCO,1992,19,Female,400,34925
SCO,1992,20,Female,400,37701
SCO,1992,21,Female,395,39815
SCO,1992,22,Female,371,39518
SCO,1992,23,Female,373,40239
SCO,1992,24,Female,338,41009
SCO,1992,25,Female,376,40916
SCO,1992,26,Female,328,40573
SCO,1992,27,Female,286,42278
SCO,1992,28,Female,298,42185
SCO,1992,29,Female,280,41465
SCO,1992,30,Female,265,40567
SCO,1992,31,Female,232,40706
SCO,1992,32,Female,223,39607
SCO,1992,33,Female,193,38895
SCO,1992,34,Female,202,38132
SCO,1992,35,Female,197,36993
SCO,1992,36,Female,158,35875
SCO,1992,37,Female,132,34666
SCO,1992,38,Female,132,34339
SCO,1992,39,Female,123,33694
SCO,1992,40,Female,71,32772
SCO,1992,41,Female,93,33559
SCO,1992,42,Female,106,33823
SCO,1992,43,Female,93,35244
SCO,1992,44,Female,60,36732
SCO,1992,45,Female,73,39958
SCO,1992,46,Female,52,30881
SCO,1992,47,Female,34,29769
SCO,1992,48,Female,36,30974
SCO,1992,49,Female,47,30709
SCO,1992,50,Female,34,29119
SCO,1992,51,Female,36,27793
SCO,1992,52,Female,31,28984
SCO,1992,53,Female,29,29133
SCO,1992,54,Female,25,28993
SCO,1992,55,Female,27,28859
SCO,1992,56,Female,22,28531
SCO,1992,57,Female,15,28295
SCO,1992,58,Female,13,27723
SCO,1992,59,Female,14,27547
SCO,1992,60,Female,10,28656
SCO,1992,61,Female,3,28573
SCO,1992,62,Female,6,28471
SCO,1992,63,Female,4,27888
SCO,1992,64,Female,7,27175
SCO,1992,65,Female,3,27195
SCO,1992,66,Female,2,27461
SCO,1992,67,Female,4,26504
SCO,1992,68,Female,3,26179
SCO,1992,69,Female,0,25654
SCO,1992,70,Female,3,26516
SCO,1992,71,Female,2,26713
SCO,1992,72,Female,0,27666
SCO,1992,73,Female,0,19159
SCO,1992,74,Female,2,18081
SCO,1992,75,Female,0,18517
SCO,1992,76,Female,0,19463
SCO,1992,77,Female,0,19857
SCO,1992,78,Female,0,19022
SCO,1992,79,Female,0,17697
SCO,1992,80,Female,0,16260
SCO,1992,81,Female,0,15391
SCO,1992,82,Female,1,14443
SCO,1992,83,Female,0,13101
SCO,1992,84,Female,0,11603
SCO,1992,85,Female,0,9949
SCO,1992,86,Female,0,9034
SCO,1992,87,Female,0,7703
SCO,1992,88,Female,0,6635
SCO,1992,89,Female,0,5460
SCO,1992,90 & over,Female,0,16975
SCO,1993,16,Female,276,28274
SCO,1993,17,Female,350,30681
SCO,1993,18,Female,340,31349
SCO,1993,19,Female,367,32951
SCO,1993,20,Female,390,35479
SCO,1993,21,Female,313,37910
SCO,1993,22,Female,359,39655
SCO,1993,23,Female,374,39116
SCO,1993,24,Female,319,39961
SCO,1993,25,Female,336,40832
SCO,1993,26,Female,333,40893
SCO,1993,27,Female,298,40700
SCO,1993,28,Female,283,42314
SCO,1993,29,Female,286,42229
SCO,1993,30,Female,268,41562
SCO,1993,31,Female,231,40673
SCO,1993,32,Female,221,40763
SCO,1993,33,Female,192,39678
SCO,1993,34,Female,203,39038
SCO,1993,35,Female,161,38242
SCO,1993,36,Female,145,37007
SCO,1993,37,Female,139,35917
SCO,1993,38,Female,128,34736
SCO,1993,39,Female,105,34403
SCO,1993,40,Female,100,33729
SCO,1993,41,Female,93,32777
SCO,1993,42,Female,91,33612
SCO,1993,43,Female,85,33857
SCO,1993,44,Female,82,35173
SCO,1993,45,Female,72,36718
SCO,1993,46,Female,60,39935
SCO,1993,47,Female,51,30835
SCO,1993,48,Female,30,29768
SCO,1993,49,Female,35,30952
SCO,1993,50,Female,34,30688
SCO,1993,51,Female,23,29093
SCO,1993,52,Female,27,27762
SCO,1993,53,Female,21,28902
SCO,1993,54,Female,23,29043
SCO,1993,55,Female,20,28894
SCO,1993,56,Female,15,28693
SCO,1993,57,Female,16,28451
SCO,1993,58,Female,9,28162
SCO,1993,59,Female,8,27561
SCO,1993,60,Female,12,27314
SCO,1993,61,Female,5,28422
SCO,1993,62,Female,3,28254
SCO,1993,63,Female,16,28136
SCO,1993,64,Female,3,27515
SCO,1993,65,Female,3,26775
SCO,1993,66,Female,2,26702
SCO,1993,67,Female,4,26967
SCO,1993,68,Female,2,25964
SCO,1993,69,Female,2,25646
SCO,1993,70,Female,0,24984
SCO,1993,71,Female,2,25795
SCO,1993,72,Female,0,25943
SCO,1993,73,Female,1,26749
SCO,1993,74,Female,1,18473
SCO,1993,75,Female,1,17321
SCO,1993,76,Female,0,17672
SCO,1993,77,Female,1,18490
SCO,1993,78,Female,0,18765
SCO,1993,79,Female,0,17954
SCO,1993,80,Female,0,16524
SCO,1993,81,Female,0,15091
SCO,1993,82,Female,0,14162
SCO,1993,83,Female,0,13213
SCO,1993,84,Female,0,11937
SCO,1993,85,Female,0,10471
SCO,1993,86,Female,0,8774
SCO,1993,87,Female,0,7891
SCO,1993,88,Female,0,6684
SCO,1993,89,Female,0,5669
SCO,1993,90 & over,Female,0,17782
SCO,1994,16,Female,319,28999
SCO,1994,17,Female,338,28277
SCO,1994,18,Female,364,30667
SCO,1994,19,Female,340,32655
SCO,1994,20,Female,382,33674
SCO,1994,21,Female,388,35707
SCO,1994,22,Female,338,37868
SCO,1994,23,Female,385,39268
SCO,1994,24,Female,351,38855
SCO,1994,25,Female,360,39929
SCO,1994,26,Female,304,40847
SCO,1994,27,Female,303,41073
SCO,1994,28,Female,302,40912
SCO,1994,29,Female,243,42401
SCO,1994,30,Female,257,42361
SCO,1994,31,Female,279,41747
SCO,1994,32,Female,230,40819
SCO,1994,33,Female,254,40878
SCO,1994,34,Female,212,39774
SCO,1994,35,Female,180,39122
SCO,1994,36,Female,163,38371
SCO,1994,37,Female,159,37104
